"Date","Price","Open","High","Low","Change %"
"02/28/2020","104.25","101.67","104.25","101.67","7.11%"
"02/27/2020","97.33","97.40","97.40","97.33","5.56%"
"02/26/2020","92.20","94.77","94.77","92.20","2.01%"
"02/25/2020","90.38","90.37","90.38","90.37","3.66%"
"02/24/2020","87.19","80.70","87.19","80.70","9.21%"
"02/21/2020","79.84","78.94","79.84","78.94","1.10%"
"02/20/2020","78.97","77.17","78.97","77.17","1.13%"
"02/19/2020","78.09","77.16","78.09","77.16","0.01%"
"02/18/2020","78.08","74.61","78.08","74.61","1.68%"
"02/17/2020","76.79","76.31","76.79","76.31","-1.13%"
"02/14/2020","77.67","76.15","77.67","76.15","0.12%"
"02/13/2020","77.58","76.15","77.58","76.15","0.03%"
"02/12/2020","77.56","79.57","79.57","77.56","-2.79%"
"02/11/2020","79.79","81.31","81.31","79.79","-1.08%"
"02/10/2020","80.66","79.59","80.66","79.59","1.70%"
"02/07/2020","79.31","79.31","79.31","79.31","4.07%"
"02/06/2020","76.21","76.13","76.21","76.13","-1.09%"
"02/05/2020","77.05","78.73","78.73","77.05","-2.28%"
"02/04/2020","78.85","81.32","81.32","78.85","-2.24%"
"02/03/2020","80.66","80.46","80.66","80.46","0.52%"
"01/31/2020","80.24","79.59","80.24","79.59","1.17%"
"01/30/2020","79.31","78.75","79.31","78.75","1.20%"
"01/29/2020","78.37","78.72","78.72","78.37","0.03%"
"01/28/2020","78.35","79.61","79.61","78.35","-1.24%"
"01/27/2020","79.33","77.91","79.33","77.91","1.12%"
"01/24/2020","78.45","77.87","78.45","77.87","0.64%"
"01/23/2020","77.95","77.02","77.95","77.02","0.55%"
"01/22/2020","77.52","76.16","77.52","76.16","0.57%"
"01/21/2020","77.08","74.43","77.08","74.43","1.13%"
"01/20/2020","76.22","76.16","76.22","76.16","-1.10%"
"01/17/2020","77.07","76.14","77.07","76.14","-0.01%"
"01/16/2020","77.08","76.15","77.08","76.15","0.00%"
"01/15/2020","77.08","74.42","77.08","74.42","1.81%"
"01/14/2020","75.71","74.42","75.71","74.42","0.01%"
"01/13/2020","75.70","74.42","75.70","74.42","1.14%"
"01/10/2020","74.85","73.57","74.85","73.57","-0.54%"
"01/09/2020","75.26","75.30","75.30","75.26","-1.79%"
"01/08/2020","76.63","76.20","76.63","76.20","-1.22%"
"01/07/2020","77.58","77.87","77.87","77.58","-1.11%"
"01/06/2020","78.45","77.06","78.45","77.06","1.19%"
"01/03/2020","77.53","75.31","77.53","75.31","1.13%"
"01/02/2020","76.66","75.30","76.66","75.28","0.01%"
"01/01/2020","76.65","75.30","76.65","75.30","-0.01%"
"12/31/2019","76.66","75.30","76.66","75.30","0.05%"
"12/30/2019","76.62","75.31","76.62","75.31","-0.04%"
"12/27/2019","76.65","75.30","76.65","75.30","0.00%"
"12/26/2019","76.65","75.30","76.65","75.30","0.00%"
"12/25/2019","76.65","75.30","76.65","75.30","0.00%"
"12/24/2019","76.65","75.30","76.65","75.30","0.00%"
"12/23/2019","76.65","75.32","76.65","75.32","-0.01%"
"12/20/2019","76.66","75.32","76.66","75.32","0.01%"
"12/19/2019","76.65","75.31","76.65","75.31","0.03%"
"12/18/2019","76.63","74.45","76.63","74.45","0.54%"
"12/17/2019","76.22","76.16","76.22","76.16","-1.12%"
"12/16/2019","77.08","76.19","77.08","76.19","-1.92%"
"12/13/2019","78.59","78.71","78.71","78.59","-2.20%"
"12/12/2019","80.36","79.63","80.36","79.63","-1.18%"
"12/11/2019","81.32","78.76","81.32","78.76","0.56%"
"12/10/2019","80.87","80.48","80.87","80.48","-1.06%"
"12/09/2019","81.74","82.67","82.67","81.74","-1.12%"
"12/06/2019","82.67","82.20","82.67","82.20","-0.49%"
"12/05/2019","83.08","81.33","83.08","81.33","0.50%"
"12/04/2019","82.67","83.90","83.90","82.67","-2.72%"
"12/03/2019","84.98","82.20","84.98","82.20","1.07%"
"12/02/2019","84.08","81.33","84.08","81.33","0.49%"
"11/29/2019","83.67","81.34","83.67","81.34","-1.18%"
"11/28/2019","84.67","81.35","84.67","81.35","0.00%"
"11/27/2019","84.67","86.46","86.46","84.67","-2.07%"
"11/26/2019","86.46","91.63","91.63","86.46","-4.80%"
"11/25/2019","90.82","93.35","93.35","90.82","-1.46%"
"11/22/2019","92.17","94.20","94.20","92.17","-0.45%"
"11/21/2019","92.59","95.06","95.06","92.59","-0.47%"
"11/20/2019","93.03","95.06","95.06","93.03","1.48%"
"11/19/2019","91.67","89.07","91.67","89.07","2.39%"
"11/18/2019","89.53","89.08","89.53","89.08","-0.57%"
"11/15/2019","90.04","90.79","90.79","90.04","-0.95%"
"11/14/2019","90.90","90.79","90.90","90.79","0.55%"
"11/13/2019","90.40","87.37","90.40","87.37","2.52%"
"11/12/2019","88.18","89.93","89.93","88.18","-1.98%"
"11/11/2019","89.96","89.07","89.96","89.07","0.48%"
"11/08/2019","89.53","87.35","89.53","87.35","1.55%"
"11/07/2019","88.16","89.08","89.08","88.16","-0.99%"
"11/06/2019","89.04","86.50","89.04","86.50","1.48%"
"11/05/2019","87.74","87.35","87.74","87.35","-1.05%"
"11/04/2019","88.67","89.92","89.92","88.67","-1.98%"
"11/01/2019","90.46","89.93","90.46","89.93","-0.01%"
"10/31/2019","90.47","90.79","90.79","90.47","-0.46%"
"10/30/2019","90.89","89.93","90.89","89.93","1.03%"
"10/29/2019","89.96","89.07","89.96","89.07","1.06%"
"10/28/2019","89.02","88.21","89.02","88.21","0.49%"
"10/25/2019","88.59","89.07","89.07","88.59","-0.49%"
"10/24/2019","89.03","89.07","89.07","89.03","-0.01%"
"10/23/2019","89.04","86.52","89.04","86.52","2.05%"
"10/22/2019","87.25","81.34","87.25","81.34","3.06%"
"10/21/2019","84.66","83.92","84.66","83.92","-2.08%"
"10/18/2019","86.46","85.65","86.46","85.65","-0.98%"
"10/17/2019","87.32","84.79","87.32","84.79","1.69%"
"10/16/2019","85.87","87.22","87.22","85.87","-2.54%"
"10/15/2019","88.11","91.56","91.56","88.11","-2.94%"
"10/14/2019","90.78","91.56","91.56","90.78","0.01%"
"10/11/2019","90.77","94.14","94.14","90.77","-2.46%"
"10/10/2019","93.06","95.87","95.87","93.06","-1.97%"
"10/09/2019","94.93","96.73","96.73","94.93","-0.97%"
"10/08/2019","95.86","95.87","95.87","95.86","0.98%"
"10/07/2019","94.93","95.01","95.01","94.93","0.99%"
"10/04/2019","94.00","95.87","95.87","94.00","0.06%"
"10/03/2019","93.94","93.29","93.94","93.29","1.40%"
"10/02/2019","92.64","91.57","92.64","91.57","2.05%"
"10/01/2019","90.78","91.57","91.57","90.78","0.00%"
"09/30/2019","90.78","92.42","92.42","90.78","-1.55%"
"09/27/2019","92.21","93.29","93.29","92.21","-1.00%"
"09/26/2019","93.14","93.28","93.28","93.14","0.54%"
"09/25/2019","92.64","91.57","92.64","91.57","1.48%"
"09/24/2019","91.29","89.85","91.29","89.85","1.51%"
"09/23/2019","89.93","88.12","89.93","88.12","1.55%"
"09/20/2019","88.56","88.82","88.82","88.56","6.37%"
"09/19/2019","83.26","84.41","84.41","83.26","-1.14%"
"09/18/2019","84.22","83.35","84.22","83.35","0.05%"
"09/17/2019","84.18","81.57","84.18","81.57","2.31%"
"09/16/2019","82.28","80.46","82.28","80.46","3.65%"
"09/13/2019","79.38","75.77","79.38","75.77","0.00%"
"09/12/2019","79.38","80.90","80.90","79.38","-4.88%"
"09/11/2019","83.45","82.61","83.45","82.61","-1.01%"
"09/10/2019","84.30","82.62","84.30","82.62","0.00%"
"09/09/2019","84.30","82.62","84.30","82.62","-0.62%"
"09/06/2019","84.83","83.48","84.83","83.48","-1.04%"
"09/05/2019","85.72","86.02","86.02","85.72","-2.03%"
"09/04/2019","87.50","87.70","87.70","87.50","-1.52%"
"09/03/2019","88.85","84.33","88.85","84.33","2.53%"
"09/02/2019","86.66","84.32","86.66","84.32","0.00%"
"08/30/2019","86.66","82.64","86.66","82.64","2.79%"
"08/29/2019","84.31","84.33","85.17","84.31","-1.01%"
"08/28/2019","85.17","84.33","85.17","84.33","-0.01%"
"08/27/2019","85.18","89.39","89.39","85.18","-3.42%"
"08/26/2019","88.20","89.41","89.41","88.20","0.00%"
"08/23/2019","88.20","86.01","88.20","86.01","1.39%"
"08/22/2019","86.99","86.01","86.99","86.01","0.00%"
"08/21/2019","86.99","89.38","89.38","86.99","-2.48%"
"08/20/2019","89.20","96.13","96.13","89.20","0.02%"
"08/19/2019","89.18","96.13","96.13","89.18","-3.98%"
"08/16/2019","92.88","96.13","96.13","92.88","-3.32%"
"08/15/2019","96.07","97.81","97.81","96.07","-0.86%"
"08/14/2019","96.90","96.13","96.90","96.13","1.40%"
"08/13/2019","95.56","98.65","98.65","95.56","-1.30%"
"08/12/2019","96.82","97.80","97.80","96.82","0.44%"
"08/09/2019","96.40","92.76","96.40","92.76","4.36%"
"08/08/2019","92.37","92.37","92.37","92.37","-2.83%"
"08/07/2019","95.06","87.70","95.06","87.70","0.89%"
"08/06/2019","94.22","97.80","97.80","94.22","-1.75%"
"08/05/2019","95.90","91.07","95.90","91.07","5.34%"
"08/02/2019","91.04","87.70","91.04","87.70","3.04%"
"08/01/2019","88.35","87.70","88.35","87.70","-0.56%"
"07/31/2019","88.85","87.69","88.85","87.69","0.01%"
"07/30/2019","88.84","84.31","88.84","84.31","3.11%"
"07/29/2019","86.16","81.78","86.16","81.78","2.10%"
"07/26/2019","84.39","79.26","84.39","79.26","2.76%"
"07/25/2019","82.12","79.23","82.12","79.23","-0.01%"
"07/24/2019","82.13","82.63","82.63","82.13","-2.59%"
"07/23/2019","84.31","87.70","87.70","84.31","-4.03%"
"07/22/2019","87.85","86.85","87.85","86.85","-1.04%"
"07/19/2019","88.77","89.40","89.40","88.77","-0.47%"
"07/18/2019","89.19","86.85","89.19","86.85","2.01%"
"07/17/2019","87.43","78.23","87.43","78.23","5.19%"
"07/16/2019","83.12","79.02","83.12","79.02","-0.01%"
"07/15/2019","83.13","79.02","83.13","79.02","-1.04%"
"07/12/2019","84.00","83.77","84.00","83.77","-3.30%"
"07/11/2019","86.87","85.37","86.87","85.37","-1.47%"
"07/10/2019","88.17","85.36","88.17","85.36","-0.89%"
"07/09/2019","88.96","85.36","88.96","85.36","1.46%"
"07/08/2019","87.68","81.32","87.68","81.32","2.97%"
"07/05/2019","85.15","79.80","85.15","79.80","0.89%"
"07/04/2019","84.40","79.79","84.40","79.79","-0.01%"
"07/03/2019","84.41","81.34","84.41","81.34","-1.47%"
"07/02/2019","85.67","91.71","91.71","85.67","-1.45%"
"07/01/2019","86.93","91.71","91.71","86.93","-2.95%"
"06/28/2019","89.57","91.71","91.71","89.57","-2.33%"
"06/27/2019","91.71","88.93","91.71","88.93","-1.34%"
"06/26/2019","92.96","89.69","92.96","89.69","-0.42%"
"06/25/2019","93.35","88.94","93.35","88.94","0.41%"
"06/24/2019","92.97","90.46","92.97","90.46","-0.80%"
"06/21/2019","93.72","91.22","93.72","91.22","-0.41%"
"06/20/2019","94.11","93.49","94.11","93.49","-1.70%"
"06/19/2019","95.74","100.32","100.32","95.74","-4.41%"
"06/18/2019","100.16","104.86","104.86","100.16","-4.09%"
"06/17/2019","104.43","104.86","104.86","104.43","-0.95%"
"06/14/2019","105.43","104.86","105.43","104.86","0.00%"
"06/13/2019","105.43","104.86","105.43","104.86","0.00%"
"06/12/2019","105.43","104.22","105.43","104.22","0.30%"
"06/11/2019","105.11","107.27","107.27","105.11","-1.89%"
"06/10/2019","107.14","114.86","114.86","107.14","-1.50%"
"06/07/2019","108.77","114.86","114.86","108.77","-3.68%"
"06/06/2019","112.93","113.35","113.35","112.93","0.69%"
"06/05/2019","112.16","123.95","123.95","112.16","-1.88%"
"06/04/2019","114.31","123.95","123.95","114.31","-4.72%"
"06/03/2019","119.97","122.44","122.44","119.97","0.64%"
"05/31/2019","119.21","120.92","120.92","119.21","1.06%"
"05/30/2019","117.96","119.41","119.41","117.96","-1.36%"
"05/29/2019","119.59","119.40","119.59","119.40","2.04%"
"05/28/2019","117.20","121.68","121.68","117.20","0.01%"
"05/27/2019","117.19","119.41","119.41","117.19","-0.01%"
"05/24/2019","117.20","121.68","121.68","117.20","-1.36%"
"05/23/2019","118.82","118.65","118.82","118.65","2.15%"
"05/22/2019","116.32","116.38","116.38","116.32","1.87%"
"05/21/2019","114.19","116.38","116.38","114.19","-0.44%"
"05/20/2019","114.69","114.86","114.86","114.69","2.02%"
"05/17/2019","112.42","112.42","112.42","112.42","1.12%"
"05/16/2019","111.17","114.86","114.86","114.86","-0.55%"
"05/15/2019","111.79","111.06","111.79","111.06","1.61%"
"05/14/2019","110.02","112.58","112.58","110.02","-1.03%"
"05/13/2019","111.16","104.22","111.16","104.22","1.25%"
"05/10/2019","109.79","112.58","112.58","109.79","-0.45%"
"05/09/2019","110.29","104.22","110.29","104.22","6.45%"
"05/08/2019","103.61","102.69","103.61","102.69","0.75%"
"05/07/2019","102.84","96.59","102.84","96.59","4.63%"
"05/06/2019","98.29","96.60","98.29","96.60","0.00%"
"05/03/2019","98.29","95.15","98.29","95.15","0.74%"
"05/02/2019","97.57","95.04","97.57","95.04","0.05%"
"05/01/2019","97.52","95.04","97.52","95.04","-0.51%"
"04/30/2019","98.02","96.52","98.02","96.52","-0.75%"
"04/29/2019","98.76","99.47","99.47","98.76","-1.96%"
"04/26/2019","100.73","106.10","106.10","100.73","-3.65%"
"04/25/2019","104.55","100.00","104.55","100.00","4.03%"
"04/24/2019","100.50","102.22","102.22","100.50","-1.09%"
"04/23/2019","101.61","99.91","101.61","99.91","1.66%"
"04/22/2019","99.95","99.91","99.95","99.91","0.00%"
"04/19/2019","99.95","99.91","99.95","99.91","0.00%"
"04/18/2019","99.95","101.45","101.45","99.95","-1.25%"
"04/17/2019","101.22","101.45","101.45","101.22","-0.49%"
"04/16/2019","101.72","101.45","101.72","101.45","-0.49%"
"04/15/2019","102.22","99.14","102.22","99.14","1.64%"
"04/12/2019","100.57","104.85","104.85","100.57","-4.15%"
"04/11/2019","104.92","105.82","105.82","104.92","-1.39%"
"04/10/2019","106.40","106.79","106.79","106.40","-0.46%"
"04/09/2019","106.89","107.76","107.76","106.89","-0.92%"
"04/08/2019","107.88","107.75","107.88","107.75","0.00%"
"04/05/2019","107.88","110.66","110.66","107.88","-2.22%"
"04/04/2019","110.33","109.69","110.33","109.69","0.90%"
"04/03/2019","109.35","113.08","113.08","109.35","-2.83%"
"04/02/2019","112.54","113.09","113.09","112.54","0.00%"
"04/01/2019","112.54","116.00","116.00","112.54","-2.14%"
"03/29/2019","115.00","116.96","116.96","115.00","-1.70%"
"03/28/2019","116.99","116.96","116.99","116.96","0.03%"
"03/27/2019","116.95","117.92","117.92","116.95","-0.43%"
"03/26/2019","117.46","119.88","119.88","117.46","-2.07%"
"03/25/2019","119.94","116.98","119.94","116.98","2.10%"
"03/22/2019","117.47","115.04","117.47","115.04","3.49%"
"03/21/2019","113.51","108.24","113.51","108.24","4.99%"
"03/20/2019","108.12","106.46","108.12","106.46","6.82%"
"03/19/2019","101.22","102.43","102.43","101.22","-1.45%"
"03/18/2019","102.71","102.43","102.71","102.43","-0.96%"
"03/15/2019","103.71","104.37","104.37","103.71","-0.93%"
"03/14/2019","104.68","105.34","105.34","104.68","-1.40%"
"03/13/2019","106.17","107.29","107.29","106.17","-1.82%"
"03/12/2019","108.14","109.72","109.72","108.14","-2.01%"
"03/11/2019","110.36","114.10","114.10","110.36","-3.23%"
"03/08/2019","114.04","113.12","114.04","113.12","1.79%"
"03/07/2019","112.04","113.60","113.60","112.04","0.43%"
"03/06/2019","111.56","113.11","113.11","111.56","-0.44%"
"03/05/2019","112.05","112.14","112.14","112.05","0.44%"
"03/04/2019","111.56","112.14","112.14","111.56","-0.01%"
"03/01/2019","111.57","111.18","111.57","111.18","0.43%"
"02/28/2019","111.09","111.17","111.17","111.09","-0.89%"
"02/27/2019","112.09","113.60","113.60","112.09","-2.36%"
"02/26/2019","114.80","119.42","119.42","114.80","0.00%"
"02/25/2019","114.80","119.42","119.42","118.23","-2.90%"
"02/22/2019","118.23","119.42","119.42","118.23","-0.83%"
"02/21/2019","119.22","119.91","119.91","119.22","0.02%"
"02/20/2019","119.20","119.91","119.91","119.20","-1.04%"
"02/19/2019","120.45","121.86","121.86","120.45","-1.21%"
"02/18/2019","121.92","122.82","122.82","121.92","-0.81%"
"02/15/2019","122.91","124.77","124.77","122.91","-1.17%"
"02/14/2019","124.37","122.82","124.37","122.82","1.19%"
"02/13/2019","122.91","123.80","123.80","122.91","-0.40%"
"02/12/2019","123.40","125.74","125.74","123.40","-1.57%"
"02/11/2019","125.37","126.69","126.69","125.37","-0.76%"
"02/08/2019","126.33","124.74","126.33","124.74","2.00%"
"02/07/2019","123.85","118.93","123.85","118.93","3.25%"
"02/06/2019","119.95","118.93","119.95","118.93","-0.83%"
"02/05/2019","120.96","124.27","124.27","120.96","-2.95%"
"02/04/2019","124.64","121.86","124.64","121.86","1.81%"
"02/01/2019","122.43","125.72","125.72","122.43","-0.74%"
"01/31/2019","123.34","125.72","125.72","123.34","-1.99%"
"01/30/2019","125.85","127.66","127.66","125.85","-1.15%"
"01/29/2019","127.32","134.00","134.00","127.32","-0.02%"
"01/28/2019","127.35","125.73","127.35","125.73","0.38%"
"01/25/2019","126.87","130.58","130.58","126.87","-3.34%"
"01/24/2019","131.26","132.52","132.52","131.26","-1.12%"
"01/23/2019","132.75","133.97","133.97","132.75","-0.91%"
"01/22/2019","133.97","132.52","133.97","132.52","1.29%"
"01/21/2019","132.26","134.00","134.00","132.26","-1.31%"
"01/18/2019","134.01","136.43","136.43","134.01","-1.62%"
"01/17/2019","136.21","133.97","136.21","133.97","0.16%"
"01/16/2019","135.99","141.29","141.29","135.99","-4.33%"
"01/15/2019","142.14","143.76","143.76","142.14","-1.53%"
"01/14/2019","144.35","145.67","145.67","144.35","0.33%"
"01/11/2019","143.87","146.13","146.13","143.87","-1.84%"
"01/10/2019","146.56","143.70","146.56","143.70","1.17%"
"01/09/2019","144.86","146.15","146.15","144.86","-2.19%"
"01/08/2019","148.10","148.61","148.61","148.10","-1.48%"
"01/07/2019","150.32","148.63","150.32","148.63","0.33%"
"01/04/2019","149.83","145.67","149.83","145.67","0.33%"
"01/03/2019","149.34","142.75","149.34","142.75","2.41%"
"01/02/2019","145.82","142.75","145.82","142.75","-0.04%"
"01/01/2019","145.88","142.77","145.88","142.77","0.00%"
"12/31/2018","145.88","142.76","145.88","142.76","0.01%"
"12/28/2018","145.87","142.78","145.87","142.78","0.70%"
"12/27/2018","144.86","142.79","144.86","142.79","0.33%"
"12/26/2018","144.38","142.77","144.38","142.77","0.00%"
"12/25/2018","144.38","142.77","144.38","142.77","0.00%"
"12/24/2018","144.38","131.58","144.38","131.58","0.00%"
"12/21/2018","144.38","131.58","144.38","131.58","1.06%"
"12/20/2018","142.86","129.14","142.86","129.14","3.01%"
"12/19/2018","138.69","131.58","138.69","131.58","-1.88%"
"12/18/2018","141.35","131.58","141.35","131.58","2.63%"
"12/17/2018","137.73","131.58","137.73","131.58","0.03%"
"12/14/2018","137.69","129.14","137.69","129.14","0.34%"
"12/13/2018","137.23","131.58","137.23","131.58","-1.94%"
"12/12/2018","139.95","131.58","139.95","131.58","0.22%"
"12/11/2018","139.64","129.14","139.64","129.14","-0.20%"
"12/10/2018","139.92","129.14","139.92","129.14","1.98%"
"12/07/2018","137.21","131.58","137.21","131.58","-1.94%"
"12/06/2018","139.92","129.14","139.92","129.14","3.10%"
"12/05/2018","135.71","131.58","135.71","131.58","4.75%"
"12/04/2018","129.56","131.58","131.58","129.56","-0.77%"
"12/03/2018","130.56","129.16","129.16","129.16","-0.76%"
"11/30/2018","131.56","129.14","131.56","129.14","1.16%"
"11/29/2018","130.05","129.16","130.05","129.16","0.36%"
"11/28/2018","129.58","129.15","129.58","129.15","0.02%"
"11/27/2018","129.56","127.69","129.56","127.69","1.74%"
"11/26/2018","127.35","130.60","130.60","127.35","-1.12%"
"11/23/2018","128.79","122.35","128.79","122.35","3.72%"
"11/22/2018","124.17","122.35","124.17","122.35","0.81%"
"11/21/2018","123.17","122.34","123.17","122.34","0.02%"
"11/20/2018","123.15","121.18","123.15","121.18","1.63%"
"11/19/2018","121.18","121.18","121.18","121.18","3.78%"
"11/16/2018","116.77","115.54","116.77","115.54","0.44%"
"11/15/2018","116.26","113.11","116.26","113.11","1.49%"
"11/14/2018","114.55","112.14","114.55","112.14","0.86%"
"11/13/2018","113.57","113.11","113.57","113.11","-0.42%"
"11/12/2018","114.05","111.16","114.05","111.16","2.21%"
"11/09/2018","111.58","111.17","111.58","111.17","0.45%"
"11/08/2018","111.08","108.25","111.08","108.25","1.79%"
"11/07/2018","109.13","111.17","111.17","109.13","-1.76%"
"11/06/2018","111.08","109.71","111.08","109.71","0.87%"
"11/05/2018","110.12","109.71","110.12","109.71","-0.66%"
"11/02/2018","110.85","111.16","111.16","110.85","-1.10%"
"11/01/2018","112.08","112.13","112.13","112.08","-0.88%"
"10/31/2018","113.07","114.56","114.56","113.07","-1.49%"
"10/30/2018","114.78","113.10","114.78","113.10","0.64%"
"10/29/2018","114.05","114.55","114.55","114.05","-1.06%"
"10/26/2018","115.27","111.16","115.27","111.16","2.85%"
"10/25/2018","112.08","111.16","112.08","111.16","0.00%"
"10/24/2018","112.08","111.17","112.08","111.17","0.00%"
"10/23/2018","112.08","109.71","112.08","109.71","2.02%"
"10/22/2018","109.86","111.17","111.17","109.86","-1.54%"
"10/19/2018","111.58","114.07","114.07","111.58","-1.29%"
"10/18/2018","113.04","111.17","113.04","111.17","1.76%"
"10/17/2018","111.08","110.20","111.08","110.20","1.11%"
"10/16/2018","109.86","110.20","110.20","109.86","-1.11%"
"10/15/2018","111.09","110.19","111.09","110.19","0.00%"
"10/12/2018","111.09","110.19","111.09","110.19","-0.45%"
"10/11/2018","111.59","107.28","111.59","107.28","2.24%"
"10/10/2018","109.14","108.25","109.14","108.25","0.02%"
"10/09/2018","109.12","109.22","109.22","109.12","-0.90%"
"10/08/2018","110.11","108.25","110.11","108.25","1.36%"
"10/05/2018","108.63","107.28","108.63","107.28","0.44%"
"10/04/2018","108.15","107.28","108.15","107.28","0.01%"
"10/03/2018","108.14","108.24","108.24","108.14","-0.89%"
"10/02/2018","109.11","107.28","109.11","107.28","1.37%"
"10/01/2018","107.64","107.28","107.64","107.28","0.01%"
"09/28/2018","107.63","105.82","107.63","105.82","1.15%"
"09/27/2018","106.41","106.31","106.41","106.31","-0.23%"
"09/26/2018","106.65","106.31","106.65","106.31","0.00%"
"09/25/2018","106.65","106.31","106.65","106.31","-0.01%"
"09/24/2018","106.66","106.30","106.66","106.30","0.01%"
"09/21/2018","106.65","106.31","106.65","106.31","0.00%"
"09/20/2018","106.65","106.97","106.97","106.65","5.35%"
"09/19/2018","101.23","101.46","101.46","101.23","0.00%"
"09/18/2018","101.23","100.97","101.23","100.97","-0.74%"
"09/17/2018","101.98","102.43","102.43","101.98","-1.19%"
"09/14/2018","103.21","103.88","103.88","103.21","-1.18%"
"09/13/2018","104.44","104.85","104.85","104.44","-0.93%"
"09/12/2018","105.42","104.85","105.42","104.85","0.00%"
"09/11/2018","105.42","104.85","105.42","104.85","-0.47%"
"09/10/2018","105.92","107.28","107.28","105.92","-2.05%"
"09/07/2018","108.14","109.70","109.70","108.14","-1.55%"
"09/06/2018","109.84","109.70","109.84","109.70","-0.46%"
"09/05/2018","110.35","110.67","110.67","110.35","-0.88%"
"09/04/2018","111.33","112.12","112.12","111.33","-0.65%"
"09/03/2018","112.06","112.12","112.12","112.06","0.01%"
"08/31/2018","112.05","112.12","112.12","112.05","0.45%"
"08/30/2018","111.55","109.70","111.55","109.70","1.11%"
"08/29/2018","110.33","109.69","110.33","109.69","0.45%"
"08/28/2018","109.84","109.69","109.84","109.69","-0.01%"
"08/27/2018","109.85","109.69","109.85","109.69","0.00%"
"08/24/2018","109.85","109.69","109.85","109.69","0.00%"
"08/23/2018","109.85","108.73","109.85","108.73","0.45%"
"08/22/2018","109.36","110.66","110.66","109.36","-1.33%"
"08/21/2018","110.83","112.11","112.11","110.83","-1.53%"
"08/20/2018","112.55","113.57","113.57","112.55","-1.08%"
"08/17/2018","113.78","114.53","114.53","113.78","1.09%"
"08/16/2018","112.55","114.53","114.53","112.55","-1.50%"
"08/15/2018","114.26","113.57","114.26","113.57","0.87%"
"08/14/2018","113.28","114.53","114.53","113.28","-0.86%"
"08/13/2018","114.26","112.11","114.26","112.11","1.53%"
"08/10/2018","112.54","109.69","112.54","109.69","2.46%"
"08/09/2018","109.84","107.75","109.84","107.75","0.89%"
"08/08/2018","108.87","107.75","108.87","107.75","-0.91%"
"08/07/2018","109.87","112.59","112.59","109.87","-3.02%"
"08/06/2018","113.29","113.56","113.56","113.29","-0.86%"
"08/03/2018","114.27","113.08","114.27","113.08","0.21%"
"08/02/2018","114.03","112.11","114.03","112.11","1.76%"
"08/01/2018","112.06","111.63","112.06","111.63","0.22%"
"07/31/2018","111.81","115.51","115.51","111.81","-2.99%"
"07/30/2018","115.26","114.53","115.26","114.53","0.87%"
"07/27/2018","114.27","113.56","114.27","113.56","0.43%"
"07/26/2018","113.78","116.95","116.95","113.78","-2.31%"
"07/25/2018","116.47","119.36","119.36","116.47","-1.45%"
"07/24/2018","118.18","120.35","120.35","118.18","-1.66%"
"07/23/2018","120.18","121.80","121.80","120.18","-1.01%"
"07/20/2018","121.41","121.81","121.81","121.41","0.42%"
"07/19/2018","120.90","118.91","120.90","118.91","2.07%"
"07/18/2018","118.45","117.45","118.45","117.45","0.62%"
"07/17/2018","117.72","118.41","118.41","117.72","-0.85%"
"07/16/2018","118.73","120.84","120.84","118.73","-2.21%"
"07/13/2018","121.41","122.78","122.78","121.41","-1.20%"
"07/12/2018","122.88","126.65","126.65","122.88","-2.34%"
"07/11/2018","125.82","125.68","125.82","125.68","0.38%"
"07/10/2018","125.34","126.64","126.64","125.34","-0.38%"
"07/09/2018","125.82","128.59","128.59","125.82","-1.15%"
"07/06/2018","127.29","129.55","129.55","127.29","-0.77%"
"07/05/2018","128.28","130.52","130.52","128.28","-0.76%"
"07/04/2018","129.26","129.10","129.26","129.10","-0.22%"
"07/03/2018","129.55","114.53","129.55","114.53","-1.65%"
"07/02/2018","131.73","128.61","131.73","128.61","1.49%"
"06/29/2018","129.80","132.49","132.49","129.80","-2.21%"
"06/28/2018","132.73","129.09","132.73","129.09","3.26%"
"06/27/2018","128.54","128.60","128.60","128.54","0.19%"
"06/26/2018","128.30","129.08","129.08","128.30","-0.19%"
"06/25/2018","128.54","124.24","128.54","124.24","3.56%"
"06/22/2018","124.12","124.23","124.23","124.12","-0.79%"
"06/21/2018","125.11","120.85","125.11","120.85","3.03%"
"06/20/2018","121.43","121.82","121.82","121.43","-0.79%"
"06/19/2018","122.40","123.28","123.28","122.40","-0.19%"
"06/18/2018","122.63","120.36","122.63","120.36","1.63%"
"06/15/2018","120.66","120.36","120.66","120.36","0.00%"
"06/14/2018","120.66","123.76","123.76","120.66","-2.98%"
"06/13/2018","124.36","126.65","126.65","124.36","-1.94%"
"06/12/2018","126.82","126.65","126.82","126.65","-0.02%"
"06/11/2018","126.84","131.49","131.49","126.84","-3.34%"
"06/08/2018","131.22","129.08","131.22","129.08","3.27%"
"06/07/2018","127.06","117.45","127.06","117.45","2.15%"
"06/06/2018","124.38","117.45","124.38","117.45","4.33%"
"06/05/2018","119.22","114.55","119.22","114.55","2.54%"
"06/04/2018","116.27","119.86","119.86","116.27","-3.86%"
"06/01/2018","120.94","124.21","124.21","120.94","-2.55%"
"05/31/2018","124.10","124.21","124.21","124.10","1.22%"
"05/30/2018","122.61","129.00","129.00","122.61","-1.91%"
