"Date","Price","Open","High","Low","Change %"
"02/10/2012","164.07","164.07","164.07","164.07","8.66%"
"02/09/2012","151.00","151.00","151.00","151.00","1.70%"
"02/08/2012","148.48","148.48","148.48","148.48","3.92%"
"02/07/2012","142.88","142.88","142.88","142.88","0.65%"
"02/06/2012","141.96","141.96","141.96","141.96","-0.88%"
"02/03/2012","143.22","143.22","143.22","143.22","-1.80%"
"02/02/2012","145.84","145.84","145.84","145.84","-1.73%"
"02/01/2012","148.40","148.40","148.40","148.40","-1.51%"
"01/31/2012","150.68","150.68","150.68","150.68","-1.07%"
"01/30/2012","152.31","152.31","152.31","152.31","5.57%"
"01/27/2012","144.28","144.28","144.28","144.28","-0.21%"
"01/26/2012","144.58","144.58","144.58","144.58","-3.02%"
"01/25/2012","149.08","149.08","149.08","149.08","-0.87%"
"01/24/2012","150.39","150.39","150.39","150.39","5.92%"
"01/23/2012","141.99","141.99","141.99","141.99","-0.04%"
"01/20/2012","142.04","142.04","142.04","142.04","-1.07%"
"01/19/2012","143.58","143.58","143.58","143.58","-7.31%"
"01/18/2012","154.90","154.90","154.90","154.90","-2.71%"
"01/17/2012","159.21","159.21","159.21","159.21","-1.40%"
"01/16/2012","161.47","161.47","161.47","161.47","-2.80%"
"01/13/2012","166.12","166.12","166.12","166.12","4.68%"
"01/12/2012","158.70","158.70","158.70","158.70","-2.78%"
"01/11/2012","163.23","163.23","163.23","163.23","0.39%"
"01/10/2012","162.59","162.59","162.59","162.59","-2.85%"
"01/09/2012","167.36","167.36","167.36","167.36","-0.03%"
"01/06/2012","167.41","167.41","167.41","167.41","0.20%"
"01/05/2012","167.07","167.07","167.07","167.07","5.77%"
"01/04/2012","157.95","157.95","157.95","157.95","1.48%"
"01/03/2012","155.65","155.65","155.65","155.65","-3.16%"
"01/02/2012","160.73","160.73","160.73","160.73","-0.46%"
"12/30/2011","161.48","161.48","161.48","161.48","-0.60%"
"12/29/2011","162.46","162.46","162.46","162.46","1.10%"
"12/28/2011","160.70","160.70","160.70","160.70","-0.46%"
"12/27/2011","161.45","161.45","161.45","161.45","0.48%"
"12/26/2011","160.68","160.68","160.68","160.68","-0.49%"
"12/23/2011","161.47","161.47","161.47","161.47","-0.41%"
"12/22/2011","162.14","162.14","162.14","162.14","-4.06%"
"12/21/2011","169.00","169.00","169.00","169.00","-1.86%"
"12/20/2011","172.21","172.21","172.21","172.21","-2.28%"
"12/19/2011","176.23","176.23","176.23","176.23","-0.28%"
"12/16/2011","176.72","176.72","176.72","176.72","-1.66%"
"12/15/2011","179.70","179.70","179.70","179.70","-3.94%"
"12/14/2011","187.07","187.07","187.07","187.07","1.66%"
"12/13/2011","184.01","184.01","184.01","184.01","-2.92%"
"12/12/2011","189.54","189.54","189.54","189.54","5.21%"
"12/09/2011","180.16","180.16","180.16","180.16","2.61%"
"12/08/2011","175.57","175.57","175.57","175.57","3.60%"
"12/07/2011","169.47","169.47","169.47","169.47","0.92%"
"12/06/2011","167.92","167.92","167.92","167.92","2.42%"
"12/05/2011","163.96","163.96","163.96","163.96","-4.71%"
"12/02/2011","172.06","172.06","172.06","172.06","-3.67%"
"12/01/2011","178.61","178.61","178.61","178.61","-4.99%"
"11/30/2011","187.99","187.99","187.99","187.99","-8.84%"
"11/29/2011","206.22","206.22","206.22","206.22","-0.86%"
"11/28/2011","208.01","208.01","208.01","208.01","-6.36%"
"11/25/2011","222.13","222.13","222.13","222.13","1.64%"
"11/24/2011","218.55","218.55","218.55","218.55","2.33%"
"11/23/2011","213.58","213.58","213.58","213.58","4.18%"
"11/22/2011","205.02","205.02","205.02","205.02","2.58%"
"11/21/2011","199.86","199.86","199.86","199.86","2.31%"
"11/18/2011","195.34","195.34","195.34","195.34","-1.67%"
"11/17/2011","198.65","198.65","198.65","198.65","0.58%"
"11/16/2011","197.51","197.51","197.51","197.51","-0.78%"
"11/15/2011","199.07","199.07","199.07","199.07","3.89%"
"11/14/2011","191.61","191.61","191.61","191.61","0.90%"
"11/11/2011","189.90","189.90","189.90","189.90","-4.99%"
"11/10/2011","199.87","199.87","199.87","199.87","4.31%"
"11/09/2011","191.61","191.61","191.61","191.61","4.95%"
"11/08/2011","182.57","182.57","182.57","182.57","2.86%"
"11/07/2011","177.49","177.49","177.49","177.49","2.26%"
"11/04/2011","173.58","173.58","173.58","173.58","5.37%"
"11/03/2011","164.73","164.73","164.73","164.73","-2.87%"
"11/02/2011","169.59","169.59","169.59","169.59","-6.46%"
"11/01/2011","181.30","181.30","181.30","181.30","19.28%"
"10/31/2011","152.00","152.00","152.00","152.00","8.08%"
"10/28/2011","140.63","140.63","140.63","140.63","-1.66%"
"10/27/2011","143.01","143.01","143.01","143.01","-13.66%"
"10/26/2011","165.63","165.63","165.63","165.63","-0.59%"
"10/25/2011","166.61","166.61","166.61","166.61","-0.69%"
"10/24/2011","167.76","167.76","167.76","167.76","0.00%"
"10/21/2011","167.77","167.77","167.77","167.77","-2.42%"
"10/20/2011","171.94","171.94","171.94","171.94","2.25%"
"10/19/2011","168.16","168.16","168.16","168.16","-3.65%"
"10/18/2011","174.53","174.53","174.53","174.53","5.46%"
"10/17/2011","165.50","165.50","165.50","165.50","-1.73%"
"10/14/2011","168.42","168.42","168.42","168.42","-0.36%"
"10/13/2011","169.03","169.03","169.03","169.03","1.91%"
"10/12/2011","165.86","165.86","165.86","165.86","-1.76%"
"10/11/2011","168.83","168.83","168.83","168.83","-0.20%"
"10/10/2011","169.17","169.17","169.17","169.17","-3.74%"
"10/07/2011","175.75","175.75","175.75","175.75","0.05%"
"10/06/2011","175.66","175.66","175.66","175.66","-7.07%"
"10/05/2011","189.03","189.03","189.03","189.03","-8.58%"
"10/04/2011","206.77","206.77","206.77","206.77","6.75%"
"10/03/2011","193.69","193.69","193.69","193.69","4.90%"
"09/30/2011","184.64","184.64","184.64","184.64","2.21%"
"09/29/2011","180.64","180.64","180.64","180.64","-0.84%"
"09/28/2011","182.18","182.18","182.18","182.18","-1.50%"
"09/27/2011","184.95","184.95","184.95","184.95","-8.01%"
"09/26/2011","201.06","201.06","201.06","201.06","-7.14%"
"09/23/2011","216.52","216.52","216.52","216.52","-4.27%"
"09/22/2011","226.18","226.18","226.18","226.18","4.87%"
"09/21/2011","215.67","215.67","215.67","215.67","0.00%"
"09/20/2011","215.68","215.68","215.68","215.68","7.99%"
"09/19/2011","199.72","199.72","199.72","199.72","4.17%"
"09/16/2011","191.72","191.72","191.72","191.72","0.00%"
"09/15/2011","191.72","191.72","191.72","191.72","-10.40%"
"09/14/2011","213.98","213.98","213.98","213.98","-3.49%"
"09/13/2011","221.72","221.72","221.72","221.72","-2.35%"
"09/12/2011","227.05","227.05","227.05","227.05","6.86%"
"09/09/2011","212.47","212.47","212.47","212.47","4.86%"
"09/08/2011","202.62","202.62","202.62","202.62","0.18%"
"09/07/2011","202.25","202.25","202.25","202.25","-2.69%"
"09/06/2011","207.85","207.85","207.85","207.85","1.59%"
"09/05/2011","204.59","204.59","204.59","204.59","4.17%"
"09/02/2011","196.39","196.39","196.39","196.39","5.18%"
"09/01/2011","186.72","186.72","186.72","186.72","-1.38%"
"08/31/2011","189.32","189.32","189.32","189.32","-4.42%"
"08/30/2011","198.07","198.07","198.07","198.07","2.50%"
"08/29/2011","193.25","193.25","193.25","193.25","-2.09%"
"08/26/2011","197.37","197.37","197.37","197.37","3.85%"
"08/25/2011","190.06","190.06","190.06","190.06","-2.65%"
"08/24/2011","195.24","195.24","195.24","195.24","2.48%"
"08/23/2011","190.51","190.51","190.51","190.51","7.29%"
"08/22/2011","177.58","177.58","177.58","177.58","6.28%"
"08/19/2011","167.08","167.08","167.08","167.08","3.09%"
"08/18/2011","162.07","162.07","162.07","162.07","8.44%"
"08/17/2011","149.46","149.46","149.46","149.46","-3.41%"
"08/16/2011","154.73","154.73","154.73","154.73","0.66%"
"08/15/2011","153.72","153.72","153.72","153.72","-4.07%"
"08/12/2011","160.23","160.23","160.23","160.23","-5.01%"
"08/11/2011","168.68","168.68","168.68","168.68","7.95%"
"08/10/2011","156.27","156.27","156.27","156.27","8.69%"
"08/09/2011","143.78","143.78","143.78","143.78","3.60%"
"08/08/2011","138.78","138.78","138.78","138.78","4.41%"
"08/05/2011","132.92","132.92","132.92","132.92","5.24%"
"08/04/2011","126.30","126.30","126.30","126.30","0.53%"
"08/03/2011","125.64","125.64","125.64","125.64","1.96%"
"08/02/2011","123.22","123.22","123.22","123.22","3.10%"
"08/01/2011","119.52","119.52","119.52","119.52","1.69%"
"07/29/2011","117.53","117.53","117.53","117.53","2.82%"
"07/28/2011","114.31","114.31","114.31","114.31","-0.54%"
"07/27/2011","114.93","114.93","114.93","114.93","2.30%"
"07/26/2011","112.35","112.35","112.35","112.35","-0.56%"
"07/25/2011","112.98","112.98","112.98","112.98","2.67%"
"07/22/2011","110.04","110.04","110.04","110.04","-2.05%"
"07/21/2011","112.34","112.34","112.34","112.34","-3.90%"
"07/20/2011","116.90","116.90","116.90","116.90","-7.03%"
"07/19/2011","125.73","125.73","125.73","125.73","-1.75%"
"07/18/2011","127.97","127.97","127.97","127.97","0.80%"
"07/15/2011","126.96","126.96","126.96","126.96","3.11%"
"07/14/2011","123.14","123.14","123.14","123.14","-0.25%"
"07/13/2011","123.45","123.45","123.45","123.45","-0.49%"
"07/12/2011","124.06","124.06","124.06","124.06","-2.00%"
"07/11/2011","126.58","126.58","126.58","126.58","3.65%"
"07/08/2011","122.12","122.12","122.12","122.12","1.63%"
"07/07/2011","120.17","120.17","120.17","120.17","-1.32%"
"07/06/2011","121.77","121.77","121.77","121.77","3.34%"
"07/05/2011","117.84","117.84","117.84","117.84","0.87%"
"07/04/2011","116.83","116.83","116.83","116.83","2.27%"
"07/01/2011","114.23","114.23","114.23","114.23","-1.15%"
"06/30/2011","115.56","115.56","115.56","115.56","-4.33%"
"06/29/2011","120.79","120.79","120.79","120.79","-3.40%"
"06/28/2011","125.04","125.04","125.04","125.04","-3.03%"
"06/27/2011","128.95","128.95","128.95","128.95","1.32%"
"06/24/2011","127.27","127.27","127.27","127.27","0.77%"
"06/23/2011","126.29","126.29","126.29","126.29","4.31%"
"06/22/2011","121.08","121.08","121.08","121.08","0.55%"
"06/21/2011","120.42","120.42","120.42","120.42","-2.40%"
"06/20/2011","123.38","123.38","123.38","123.38","1.19%"
"06/17/2011","121.93","121.93","121.93","121.93","-0.22%"
"06/16/2011","122.19","122.19","122.19","122.19","-0.80%"
"06/15/2011","123.18","123.18","123.18","123.18","3.24%"
"06/14/2011","119.32","119.32","119.32","119.32","-3.95%"
"06/13/2011","124.22","124.22","124.22","124.22","3.61%"
"06/10/2011","119.90","119.90","119.90","119.90","1.95%"
"06/09/2011","117.61","117.61","117.61","117.61","0.41%"
"06/08/2011","117.13","117.13","117.13","117.13","2.43%"
"06/07/2011","114.35","114.35","114.35","114.35","-1.43%"
"06/06/2011","116.00","116.00","116.00","116.00","0.31%"
"06/03/2011","115.64","115.64","115.64","115.64","-0.27%"
"06/02/2011","115.95","115.95","115.95","115.95","1.16%"
"06/01/2011","114.63","114.63","114.63","114.63","-0.86%"
"05/31/2011","115.62","115.62","115.62","115.62","-5.49%"
"05/30/2011","122.34","122.34","122.34","122.34","4.96%"
"05/27/2011","116.56","116.56","116.56","116.56","2.28%"
"05/26/2011","113.96","113.96","113.96","113.96","2.67%"
"05/25/2011","111.00","111.00","111.00","111.00","-1.17%"
"05/24/2011","112.31","112.31","112.31","112.31","3.35%"
"05/23/2011","108.67","108.67","108.67","108.67","2.13%"
"05/20/2011","106.40","106.40","106.40","106.40","2.82%"
"05/19/2011","103.49","103.49","103.49","103.49","-0.63%"
"05/18/2011","104.14","104.14","104.14","104.14","1.77%"
"05/17/2011","102.34","102.34","102.34","102.34","1.63%"
"05/16/2011","100.69","100.69","100.69","100.69","0.17%"
"05/13/2011","100.52","100.52","100.52","100.52","0.00%"
"05/12/2011","100.52","100.52","100.52","100.52","0.34%"
"05/11/2011","100.18","100.18","100.18","100.18","-1.31%"
"05/10/2011","101.51","101.51","101.51","101.51","-1.42%"
"05/09/2011","102.97","102.97","102.97","102.97","-1.26%"
"05/06/2011","104.29","104.29","104.29","104.29","5.15%"
"05/05/2011","99.19","99.19","99.19","99.19","0.32%"
"05/04/2011","98.87","98.87","98.87","98.87","-1.31%"
"05/03/2011","100.18","100.18","100.18","100.18","-0.97%"
"05/02/2011","101.16","101.16","101.16","101.16","0.00%"
"04/29/2011","101.16","101.16","101.16","101.16","0.00%"
"04/28/2011","101.16","101.16","101.16","101.16","-2.22%"
"04/27/2011","103.46","103.46","103.46","103.46","-0.15%"
"04/26/2011","103.62","103.62","103.62","103.62","-4.63%"
"04/25/2011","108.66","108.66","108.66","108.66","0.00%"
"04/22/2011","108.66","108.66","108.66","108.66","4.37%"
"04/21/2011","104.11","104.11","104.11","104.11","0.95%"
"04/20/2011","103.12","103.12","103.12","103.12","-1.89%"
"04/19/2011","105.10","105.10","105.10","105.10","-2.54%"
"04/18/2011","107.84","107.84","107.84","107.84","3.91%"
"04/15/2011","103.79","103.79","103.79","103.79","0.96%"
"04/14/2011","102.80","102.80","102.80","102.80","2.29%"
"04/13/2011","100.50","100.50","100.50","100.50","1.67%"
"04/12/2011","98.85","98.85","98.85","98.85","3.09%"
"04/11/2011","95.88","95.88","95.88","95.88","0.00%"
"04/08/2011","95.89","95.89","95.89","95.89","2.44%"
"04/07/2011","93.60","93.60","93.60","93.60","1.97%"
"04/06/2011","91.79","91.79","91.79","91.79","-3.63%"
"04/05/2011","95.25","95.25","95.25","95.25","-0.86%"
"04/04/2011","96.07","96.07","96.07","96.07","-1.17%"
"04/01/2011","97.21","97.21","97.21","97.21","-3.27%"
"03/31/2011","100.50","100.50","100.50","100.50","0.34%"
"03/30/2011","100.16","100.16","100.16","100.16","2.17%"
"03/29/2011","98.03","98.03","98.03","98.03","-0.83%"
"03/28/2011","98.85","98.85","98.85","98.85","0.35%"
"03/25/2011","98.50","98.50","98.50","98.50","1.18%"
"03/24/2011","97.35","97.35","97.35","97.35","2.97%"
"03/23/2011","94.54","94.54","94.54","94.54","1.73%"
"03/22/2011","92.94","92.94","92.94","92.94","1.82%"
"03/21/2011","91.28","91.28","91.28","91.28","-2.60%"
"03/18/2011","93.71","93.71","93.71","93.71","-1.36%"
"03/17/2011","95.01","95.01","95.01","95.01","-2.53%"
"03/16/2011","97.47","97.47","97.47","97.47","-2.79%"
"03/15/2011","100.26","100.26","100.26","100.26","2.53%"
"03/14/2011","97.79","97.79","97.79","97.79","-4.66%"
"03/11/2011","102.58","102.58","102.58","102.58","2.64%"
"03/10/2011","99.93","99.93","99.93","99.93","1.17%"
"03/09/2011","98.78","98.78","98.78","98.78","1.70%"
"03/08/2011","97.14","97.14","97.14","97.14","-0.50%"
"03/07/2011","97.62","97.62","97.62","97.62","1.70%"
"03/04/2011","95.99","95.99","95.99","95.99","1.04%"
"03/03/2011","95.00","95.00","95.00","95.00","-1.69%"
"03/02/2011","96.63","96.63","96.63","96.63","0.51%"
"03/01/2011","96.14","96.14","96.14","96.14","-2.19%"
"02/28/2011","98.29","98.29","98.29","98.29","-2.12%"
"02/25/2011","100.42","100.42","100.42","100.42","-2.53%"
"02/24/2011","103.03","103.03","103.03","103.03","0.33%"
"02/23/2011","102.69","102.69","102.69","102.69","0.31%"
"02/22/2011","102.37","102.37","102.37","102.37","0.50%"
"02/21/2011","101.86","101.86","101.86","101.86","4.71%"
"02/18/2011","97.28","97.28","97.28","97.28","0.51%"
"02/17/2011","96.79","96.79","96.79","96.79","-0.67%"
"02/16/2011","97.44","97.44","97.44","97.44","-3.58%"
"02/15/2011","101.06","101.06","101.06","101.06","0.84%"
"02/14/2011","100.22","100.22","100.22","100.22","3.85%"
"02/11/2011","96.51","96.51","96.51","96.51","-1.01%"
"02/10/2011","97.49","97.49","97.49","97.49","0.51%"
"02/09/2011","97.00","97.00","97.00","97.00","-1.99%"
"02/08/2011","98.97","98.97","98.97","98.97","3.09%"
"02/07/2011","96.00","96.00","96.00","96.00","-3.05%"
"02/04/2011","99.02","99.02","99.02","99.02","0.55%"
"02/03/2011","98.48","98.48","98.48","98.48","3.07%"
"02/02/2011","95.55","95.55","95.55","95.55","0.51%"
"02/01/2011","95.06","95.06","95.06","95.06","-1.02%"
"01/31/2011","96.04","96.04","96.04","96.04","-2.49%"
"01/28/2011","98.49","98.49","98.49","98.49","-3.42%"
"01/27/2011","101.98","101.98","101.98","101.98","8.47%"
"01/26/2011","94.02","94.02","94.02","94.02","-1.03%"
"01/25/2011","95.00","95.00","95.00","95.00","0.00%"
"01/24/2011","95.00","95.00","95.00","95.00","-4.04%"
"01/21/2011","99.00","99.00","99.00","99.00","-1.46%"
"01/20/2011","100.47","100.47","100.47","100.47","-1.95%"
"01/19/2011","102.47","102.47","102.47","102.47","-2.33%"
"01/18/2011","104.91","104.91","104.91","104.91","-5.30%"
"01/17/2011","110.78","110.78","110.78","110.78","2.68%"
"01/14/2011","107.89","107.89","107.89","107.89","0.93%"
"01/13/2011","106.90","106.90","106.90","106.90","-1.37%"
"01/12/2011","108.39","108.39","108.39","108.39","-6.38%"
"01/11/2011","115.78","115.78","115.78","115.78","-4.86%"
"01/10/2011","121.69","121.69","121.69","121.69","1.65%"
"01/07/2011","119.71","119.71","119.71","119.71","7.11%"
"01/06/2011","111.76","111.76","111.76","111.76","3.91%"
"01/05/2011","107.55","107.55","107.55","107.55","2.05%"
"01/04/2011","105.39","105.39","105.39","105.39","-1.81%"
"01/03/2011","107.33","107.33","107.33","107.33","-4.74%"
"12/31/2010","112.67","112.67","112.67","112.67","4.97%"
"12/30/2010","107.34","107.34","107.34","107.34","0.00%"
"12/29/2010","107.34","107.34","107.34","107.34","0.92%"
"12/28/2010","106.36","106.36","106.36","106.36","0.00%"
"12/27/2010","106.36","106.36","106.36","106.36","-3.95%"
"12/24/2010","110.73","110.73","110.73","110.73","4.11%"
"12/23/2010","106.36","106.36","106.36","106.36","0.00%"
"12/22/2010","106.36","106.36","106.36","106.36","-4.78%"
"12/21/2010","111.70","111.70","111.70","111.70","4.54%"
"12/20/2010","106.85","106.85","106.85","106.85","1.40%"
"12/17/2010","105.37","105.37","105.37","105.37","2.38%"
"12/16/2010","102.92","102.92","102.92","102.92","-0.99%"
"12/15/2010","103.95","103.95","103.95","103.95","-1.39%"
"12/14/2010","105.41","105.41","105.41","105.41","-1.82%"
"12/13/2010","107.36","107.36","107.36","107.36","2.37%"
"12/10/2010","104.87","104.87","104.87","104.87","2.38%"
"12/09/2010","102.43","102.43","102.43","102.43","1.49%"
"12/08/2010","100.93","100.93","100.93","100.93","1.98%"
"12/07/2010","98.97","98.97","98.97","98.97","-1.94%"
"12/06/2010","100.93","100.93","100.93","100.93","1.48%"
"12/03/2010","99.46","99.46","99.46","99.46","-3.42%"
"12/02/2010","102.98","102.98","102.98","102.98","-2.31%"
"12/01/2010","105.41","105.41","105.41","105.41","-8.95%"
"11/30/2010","115.77","115.77","115.77","115.77","3.06%"
"11/29/2010","112.33","112.33","112.33","112.33","-2.88%"
"11/26/2010","115.66","115.66","115.66","115.66","4.41%"
"11/25/2010","110.77","110.77","110.77","110.77","1.75%"
"11/24/2010","108.87","108.87","108.87","108.87","-0.02%"
"11/23/2010","108.89","108.89","108.89","108.89","10.90%"
"11/22/2010","98.19","98.19","98.19","98.19","-5.07%"
"11/19/2010","103.43","103.43","103.43","103.43","7.20%"
"11/18/2010","96.48","96.48","96.48","96.48","-1.54%"
"11/17/2010","97.99","97.99","97.99","97.99","-3.88%"
"11/16/2010","101.95","101.95","101.95","101.95","1.46%"
"11/15/2010","100.48","100.48","100.48","100.48","-2.85%"
"11/12/2010","103.43","103.43","103.43","103.43","-6.08%"
"11/11/2010","110.13","110.13","110.13","110.13","4.47%"
"11/10/2010","105.42","105.42","105.42","105.42","2.15%"
"11/09/2010","103.20","103.20","103.20","103.20","-1.40%"
"11/08/2010","104.67","104.67","104.67","104.67","4.19%"
"11/05/2010","100.46","100.46","100.46","100.46","-3.80%"
"11/04/2010","104.43","104.43","104.43","104.43","0.48%"
"11/03/2010","103.93","103.93","103.93","103.93","2.94%"
"11/02/2010","100.96","100.96","100.96","100.96","-0.49%"
"11/01/2010","101.46","101.46","101.46","101.46","-1.44%"
"10/29/2010","102.94","102.94","102.94","102.94","3.48%"
"10/28/2010","99.48","99.48","99.48","99.48","0.50%"
"10/27/2010","98.99","98.99","98.99","98.99","0.52%"
"10/26/2010","98.48","98.48","98.48","98.48","0.00%"
"10/25/2010","98.48","98.48","98.48","98.48","-3.40%"
"10/22/2010","101.95","101.95","101.95","101.95","0.99%"
"10/21/2010","100.95","100.95","100.95","100.95","-1.93%"
"10/20/2010","102.94","102.94","102.94","102.94","2.48%"
"10/19/2010","100.45","100.45","100.45","100.45","-1.94%"
"10/18/2010","102.44","102.44","102.44","102.44","2.48%"
"10/15/2010","99.96","99.96","99.96","99.96","3.59%"
"10/14/2010","96.50","96.50","96.50","96.50","4.81%"
"10/13/2010","92.07","92.07","92.07","92.07","-4.09%"
"10/12/2010","96.00","96.00","96.00","96.00","-0.53%"
"10/11/2010","96.51","96.51","96.51","96.51","-1.51%"
"10/08/2010","97.99","97.99","97.99","97.99","-3.43%"
"10/07/2010","101.47","101.47","101.47","101.47","0.53%"
"10/06/2010","100.94","100.94","100.94","100.94","-4.70%"
"10/05/2010","105.92","105.92","105.92","105.92","-1.82%"
"10/04/2010","107.88","107.88","107.88","107.88","-0.46%"
"10/01/2010","108.38","108.38","108.38","108.38","-4.80%"
"09/30/2010","113.85","113.85","113.85","113.85","-3.34%"
"09/29/2010","117.78","117.78","117.78","117.78","-3.11%"
"09/28/2010","121.56","121.56","121.56","121.56","4.20%"
"09/27/2010","116.66","116.66","116.66","116.66","0.28%"
"09/24/2010","116.34","116.34","116.34","116.34","-0.84%"
"09/23/2010","117.32","117.32","117.32","117.32","2.16%"
"09/22/2010","114.84","114.84","114.84","114.84","6.42%"
"09/21/2010","107.91","107.91","107.91","107.91","1.39%"
"09/20/2010","106.43","106.43","106.43","106.43","2.87%"
"09/17/2010","103.46","103.46","103.46","103.46","0.49%"
"09/16/2010","102.96","102.96","102.96","102.96","-0.48%"
"09/15/2010","103.46","103.46","103.46","103.46","-0.93%"
"09/14/2010","104.43","104.43","104.43","104.43","-1.90%"
"09/13/2010","106.45","106.45","106.45","106.45","-1.81%"
"09/10/2010","108.41","108.41","108.41","108.41","0.91%"
"09/09/2010","107.43","107.43","107.43","107.43","-1.35%"
"09/08/2010","108.90","108.90","108.90","108.90","0.91%"
"09/07/2010","107.92","107.92","107.92","107.92","2.88%"
"09/06/2010","104.90","104.90","104.90","104.90","-1.92%"
"09/03/2010","106.95","106.95","106.95","106.95","-1.36%"
"09/02/2010","108.42","108.42","108.42","108.42","-3.52%"
"09/01/2010","112.38","112.38","112.38","112.38","-2.13%"
"08/31/2010","114.83","114.83","114.83","114.83","0.01%"
"08/30/2010","114.82","114.82","114.82","114.82","0.00%"
"08/27/2010","114.82","114.82","114.82","114.82","4.49%"
"08/26/2010","109.89","109.89","109.89","109.89","0.00%"
"08/25/2010","109.89","109.89","109.89","109.89","2.77%"
"08/24/2010","106.93","106.93","106.93","106.93","3.85%"
"08/23/2010","102.97","102.97","102.97","102.97","0.98%"
"08/20/2010","101.97","101.97","101.97","101.97","3.01%"
"08/19/2010","98.99","98.99","98.99","98.99","0.50%"
"08/18/2010","98.50","98.50","98.50","98.50","-3.86%"
"08/17/2010","102.46","102.46","102.46","102.46","-0.96%"
"08/16/2010","103.45","103.45","103.45","103.45","0.97%"
"08/13/2010","102.46","102.46","102.46","102.46","-0.96%"
"08/12/2010","103.45","103.45","103.45","103.45","1.44%"
"08/11/2010","101.98","101.98","101.98","101.98","3.02%"
"08/10/2010","98.99","98.99","98.99","98.99","2.04%"
"08/09/2010","97.01","97.01","97.01","97.01","-0.51%"
"08/06/2010","97.51","97.51","97.51","97.51","2.05%"
"08/05/2010","95.55","95.55","95.55","95.55","4.32%"
"08/04/2010","91.59","91.59","91.59","91.59","1.67%"
"08/03/2010","90.09","90.09","90.09","90.09","-3.69%"
"08/02/2010","93.54","93.54","93.54","93.54","-2.08%"
"07/30/2010","95.53","95.53","95.53","95.53","3.19%"
"07/29/2010","92.58","92.58","92.58","92.58","-0.54%"
"07/28/2010","93.08","93.08","93.08","93.08","2.20%"
"07/27/2010","91.08","91.08","91.08","91.08","-13.23%"
"07/26/2010","104.97","104.97","104.97","104.97","-5.33%"
"07/23/2010","110.88","110.88","110.88","110.88","-15.16%"
"07/22/2010","130.69","130.69","130.69","130.69","10.49%"
"07/21/2010","118.28","118.28","118.28","118.28","-4.40%"
"07/20/2010","123.72","123.72","123.72","123.72","2.07%"
"07/19/2010","121.21","121.21","121.21","121.21","1.25%"
"07/16/2010","119.71","119.71","119.71","119.71","0.41%"
"07/15/2010","119.22","119.22","119.22","119.22","0.83%"
"07/14/2010","118.24","118.24","118.24","118.24","-0.85%"
"07/13/2010","119.25","119.25","119.25","119.25","-3.58%"
"07/12/2010","123.68","123.68","123.68","123.68","1.21%"
"07/09/2010","122.20","122.20","122.20","122.20","-5.49%"
"07/08/2010","129.30","129.30","129.30","129.30","-4.59%"
"07/07/2010","135.52","135.52","135.52","135.52","0.73%"
"07/06/2010","134.54","134.54","134.54","134.54","-3.88%"
"07/05/2010","139.97","139.97","139.97","139.97","-4.69%"
"07/02/2010","146.86","146.86","146.86","146.86","-0.68%"
"07/01/2010","147.86","147.86","147.86","147.86","0.01%"
"06/30/2010","147.84","147.84","147.84","147.84","-2.63%"
"06/29/2010","151.83","151.83","151.83","151.83","2.67%"
"06/28/2010","147.88","147.88","147.88","147.88","-3.24%"
"06/25/2010","152.83","152.83","152.83","152.83","0.00%"
"06/24/2010","152.83","152.83","152.83","152.83","4.06%"
"06/23/2010","146.87","146.87","146.87","146.87","4.17%"
"06/22/2010","140.99","140.99","140.99","140.99","1.81%"
"06/21/2010","138.49","138.49","138.49","138.49","-4.76%"
"06/18/2010","145.41","145.41","145.41","145.41","-6.08%"
"06/17/2010","154.83","154.83","154.83","154.83","-3.98%"
"06/16/2010","161.24","161.24","161.24","161.24","-0.06%"
"06/15/2010","161.34","161.34","161.34","161.34","4.54%"
"06/14/2010","154.33","154.33","154.33","154.33","-5.42%"
"06/11/2010","163.18","163.18","163.18","163.18","-7.05%"
"06/10/2010","175.56","175.56","175.56","175.56","-1.38%"
"06/09/2010","178.02","178.02","178.02","178.02","-1.28%"
"06/08/2010","180.32","180.32","180.32","180.32","3.60%"
"06/07/2010","174.06","174.06","174.06","174.06","11.76%"
"06/04/2010","155.75","155.75","155.75","155.75","2.21%"
"06/03/2010","152.38","152.38","152.38","152.38","0.00%"
"06/02/2010","152.38","152.38","152.38","152.38","0.97%"
"06/01/2010","150.92","150.92","150.92","150.92","8.48%"
"05/31/2010","139.12","139.12","139.12","139.12","-1.38%"
"05/28/2010","141.06","141.06","141.06","141.06","-2.69%"
"05/27/2010","144.95","144.95","144.95","144.95","-3.91%"
"05/26/2010","150.85","150.85","150.85","150.85","-0.27%"
"05/25/2010","151.26","151.26","151.26","151.26","5.07%"
"05/24/2010","143.96","143.96","143.96","143.96","0.01%"
"05/21/2010","143.95","143.95","143.95","143.95","-0.02%"
"05/20/2010","143.98","143.98","143.98","143.98","5.81%"
"05/19/2010","136.08","136.08","136.08","136.08","7.83%"
"05/18/2010","126.20","126.20","126.20","126.20","-0.75%"
"05/17/2010","127.16","127.16","127.16","127.16","1.98%"
"05/14/2010","124.69","124.69","124.69","124.69","11.99%"
"05/13/2010","111.34","111.34","111.34","111.34","7.12%"
"05/12/2010","103.94","103.94","103.94","103.94","-15.66%"
